#time,id,mass,px,py,pz,vx,vy,vz
6.0608190878040887e+02,2,9.5435340000000004e-04,-1.0913582872427988e+02,4.3750539195776305e+01,-3.5200096266121896e+01,4.2824055299893790e-02,7.1026718254299570e-02,4.5376774491894056e-01
6.0608190878040887e+02,3,2.8630601999999998e-04,-1.1701615225662385e+02,5.2453333986795784e+01,-1.9629215078157848e+01,-3.7991439975483654e-02,1.0561431766685603e-01,-1.2059837002012030e-01

6.1082655569440556e+02,0,1.0000000000000000e+00,-1.1215412643562979e+02,4.0024557668922405e+01,-3.4664475068829454e+01,8.3268477847372097e-02,-2.0991573299271250e-02,1.7833236661717908e-02
6.1082655569440556e+02,1,1.0000000000000000e+00,1.1229192212375511e+02,-4.0081469455475649e+01,3.4701823953695730e+01,-8.3182820026441062e-02,2.1030962181755212e-02,-1.8208233254209078e-02
6.1082655569440556e+02,2,9.5435340000000004e-04,-1.0922952865011256e+02,4.3752837866121858e+01,-3.3068583948796629e+01,-7.9222772808097613e-02,-7.0706268295457744e-02,4.3173485344777857e-01
6.1082655569440556e+02,3,2.8630601999999998e-04,-1.1718969820281639e+02,5.2936773651579259e+01,-2.0222310873760993e+01,-3.5106835489545671e-02,9.8111402145587598e-02,-1.2934074105398169e-01

6.1539795834715176e+02,0,1.0000000000000000e+00,-1.1177311045828286e+02,3.9928834049296540e+01,-3.4582723903331853e+01,8.3421392393369723e-02,-2.0890845612296597e-02,1.7943071363000530e-02
6.1539795834715176e+02,1,1.0000000000000000e+00,1.1191150607293297e+02,-3.9985273512811219e+01,3.4618539216061649e+01,-8.3250215984062889e-02,2.1055030370842043e-02,-1.8229071178789254e-02
6.1539795834715176e+02,2,9.5435340000000004e-04,-1.0981209015312319e+02,4.3128511448364335e+01,-3.1278728622623706e+01,-1.6975994018241553e-01,-1.9920736776040487e-01,3.4089060423020784e-01
6.1539795834715176e+02,3,2.8630601999999998e-04,-1.1734322963628713e+02,5.3368147748865418e+01,-2.0832086314594889e+01,-3.2012715658579438e-02,9.0565577983814927e-02,-1.3737151383062479e-01

6.2012627820451632e+02,0,1.0000000000000000e+00,-1.1137837312243983e+02,3.9830247001737831e+01,-3.4497505867457527e+01,8.3537886883103138e-02,-2.0816479536080009e-02,1.8109919213252411e-02
6.2012627820451632e+02,1,1.0000000000000000e+00,1.1151770674636361e+02,-3.9885659379001865e+01,3.4532295068678501e+01,-8.3320370490850157e-02,2.1080108991248642e-02,-1.8250783945281207e-02
6.2012627820451632e+02,2,9.5435340000000004e-04,-1.1075201095970954e+02,4.1929550409759059e+01,-3.0003036891504443e+01,-2.1937126374725169e-01,-3.0097502710017526e-01,1.9117723670547879e-01
6.2012627820451632e+02,3,2.8630601999999998e-04,-1.1748640740175851e+02,5.3777312365838768e+01,-2.1500424451958089e+01,-2.8496364949394615e-02,8.2454030338983297e-02,-1.4524987572206596e-01

6.2499963732534206e+02,0,1.0000000000000000e+00,-1.1097107702273171e+02,3.9728889962376236e+01,-3.4408763197976377e+01,8.3605016635191792e-02,-2.0789365739503653e-02,1.8312059507933159e-02
6.2499963732534206e+02,1,1.0000000000000000e+00,1.1111147950314908e+02,-3.9782865053331314e+01,3.4443297566887161e+01,-8.3393155659663598e-02,2.1106155314979908e-02,-1.8273334573506085e-02
6.2499963732534206e+02,2,9.5435340000000004e-04,-1.1183317631390261e+02,4.0309267033176461e+01,-2.9518013316917763e+01,-2.1463015768120799e-01,-3.5407902096581001e-01,5.2901154809314732e-03
6.2499963732534206e+02,3,2.8630601999999998e-04,-1.1761578876042694e+02,5.4158151862171174e+01,-2.2227100011577061e+01,-2.4547003245766946e-02,7.3791469878756621e-02,-1.5289086175166561e-01

6.2981373636510807e+02,0,1.0000000000000000e+00,-1.1056854024141880e+02,3.9628755347703283e+01,-3.4320124078630073e+01,8.3619427744978145e-02,-2.0821101350966362e-02,1.8509626972396779e-02
6.2981373636510807e+02,1,1.0000000000000000e+00,1.1070984255794257e+02,-3.9681195597332724e+01,3.4355273956312530e+01,-8.3465538037723983e-02,2.1132085098920006e-02,-1.8295784338130585e-02
6.2981373636510807e+02,2,9.5435340000000004e-04,-1.1274360621999567e+02,3.8600789312145473e+01,-2.9937001194232476e+01,-1.5515032950320151e-01,-3.4534576272705503e-01,-1.7608876087672359e-01
6.2981373636510807e+02,3,2.8630601999999998e-04,-1.1772393957762267e+02,5.4492235638178364e+01,-2.2980302009847485e+01,-2.0333008650294637e-02,6.4959007429590265e-02,-1.5993979666057465e-01

6.3454563482285596e+02,0,1.0000000000000000e+00,-1.1017291053513054e+02,3.9530047462036478e+01,-3.4232138404991545e+01,8.3593348188342867e-02,-2.0907576317296256e-02,1.8670961089938810e-02
6.3454563482285596e+02,1,1.0000000000000000e+00,1.1031472284671005e+02,-3.9581140028231772e+01,3.4268647619286199e+01,-8.3537156699908813e-02,2.1157768411017755e-02,-1.8318020731472932e-02
6.3454563482285596e+02,2,9.5435340000000004e-04,-1.1325224369618991e+02,3.7102739200449669e+01,-3.1129687994956363e+01,-5.4109384812085035e-02,-2.7896948916976982e-01,-3.1991173758917379e-01
6.3454563482285596e+02,3,2.8630601999999998e-04,-1.1780977483523188e+02,5.4778592814030610e+01,-2.3752524364104783e+01,-1.5899117546835581e-02,5.6035799609579939e-02,-1.6636570896252328e-01

6.3911265344254252e+02,0,1.0000000000000000e+00,-1.0979124090319428e+02,3.9434289377495766e+01,-3.4146611806340999e+01,8.3546329257845525e-02,-2.1032574701582374e-02,1.8772808067993696e-02
6.3911265344254252e+02,1,1.0000000000000000e+00,1.0993304839724136e+02,-3.9484455145178202e+01,3.4184939561368438e+01,-8.3606728574600039e-02,2.1182743569052920e-02,-1.8339644015538892e-02
6.3911265344254252e+02,2,9.5435340000000004e-04,-1.1322849553586677e+02,3.6060855230833511e+01,-3.2803301400107017e+01,6.6695047653368603e-02,-1.7151721116395879e-01,-4.0225869212455284e-01
6.3911265344254252e+02,3,2.8630601999999998e-04,-1.1787210885505974e+02,5.5014448825608994e+01,-2.4525550685015851e+01,-1.1356131234286124e-02,4.7219287118375419e-02,-1.7207847025341463e-01

6.4370274415231574e+02,0,1.0000000000000000e+00,-1.0940787228565728e+02,3.9337410050458146e+01,-3.4060334120184571e+01,8.3496816853214695e-02,-2.1182118346538069e-02,1.8808555962863183e-02
6.4370274415231574e+02,1,1.0000000000000000e+00,1.0954912459486091e+02,-3.9387166464899543e+01,3.4100708745443193e+01,-8.3677100725797871e-02,2.1208031940446272e-02,-1.8361538470741179e-02
6.4370274415231574e+02,2,9.5435340000000004e-04,-1.1263440594338822e+02,3.5573105594305311e+01,-3.4707448877667126e+01,1.9086909585123862e-01,-3.8606684017288943e-02,-4.1520210856354228e-01
6.4370274415231574e+02,3,2.8630601999999998e-04,-1.1791327662037803e+02,5.5210505768201259e+01,-2.5327631660757735e+01,-6.5408963354604329e-03,3.8178820851499415e-02,-1.7732057512109584e-01

6.4816426899119790e+02,0,1.0000000000000000e+00,-1.0903542892594146e+02,3.9242571848457871e+01,-3.3976465752406881e+01,8.3465222322824009e-02,-2.1330457093338737e-02,1.8777283633775704e-02
6.4816426899119790e+02,1,1.0000000000000000e+00,1.0917564373357497e+02,-3.9292491132803569e+01,3.4018740519074953e+01,-8.3745937493083455e-02,2.1232793802583763e-02,-1.8382977072174067e-02
6.4816426899119790e+02,2,9.5435340000000004e-04,-1.1154178633318115e+02,3.5698630794938943e+01,-3.6458003036800818e+01,2.9463160418071210e-01,9.3562130755397030e-02,-3.5858941871833649e-01
6.4816426899119790e+02,3,2.8630601999999998e-04,-1.1793159153309482e+02,5.5360954935494618e+01,-2.6129200890010896e+01,-1.6328784757643272e-03,2.9241275321905090e-02,-1.8192258284846002e-01

6.5336129210722652e+02,0,1.0000000000000000e+00,-1.0860166981066642e+02,3.9131310867294886e+01,-3.3879128890238078e+01,8.3469644631144937e-02,-2.1480453375710869e-02,1.8670615260585555e-02
6.5336129210722652e+02,1,1.0000000000000000e+00,1.0874020463344465e+02,-3.9182068374136634e+01,3.3923138448336793e+01,-8.3826669728908676e-02,2.1261866489547893e-02,-1.8408147950776194e-02
6.5336129210722652e+02,2,9.5435340000000004e-04,-1.0978353065393094e+02,3.6539573616404823e+01,-3.7988354841266947e+01,3.7279633999255812e-01,2.2343992407111016e-01,-2.1902472550389016e-01
6.5336129210722652e+02,3,2.8630601999999998e-04,-1.1792464941663965e+02,5.5485527430194452e+01,-2.7087249145019836e+01,4.3507404581315575e-03,1.8673148855799723e-02,-1.8665453957453254e-01

6.5809486046414713e+02,0,1.0000000000000000e+00,-1.0820645035487095e+02,3.9029389580077954e+01,-3.3791071160796356e+01,8.3524932868065935e-02,-2.1574590200476588e-02,1.8530629498815843e-02
6.5809486046414713e+02,1,1.0000000000000000e+00,1.0834323029508653e+02,-3.9081360771874351e+01,3.3835947586904567e+01,-8.3900720900925596e-02,2.1288563445492126e-02,-1.8431261958552270e-02
6.5809486046414713e+02,2,9.5435340000000004e-04,-1.0795490064500444e+02,3.7791698862154497e+01,-3.8628920829418178e+01,3.9075171921666996e-01,2.9702869746680610e-01,-4.7011422265539976e-02
6.5809486046414713e+02,3,2.8630601999999998e-04,-1.1789068821561393e+02,5.5550894442519287e+01,-2.7979796499643093e+01,1.0034022581033484e-02,8.9289343592896982e-03,-1.9036284876363577e-01

6.6279791106124583e+02,0,1.0000000000000000e+00,-1.0781339723129936e+02,3.8927805860861938e+01,-3.3704275313647258e+01,8.3631586026173002e-02,-2.1615137715571726e-02,1.8380556856685715e-02
6.6279791106124583e+02,1,1.0000000000000000e+00,1.0794846697947976e+02,-3.8981176800871609e+01,3.3749210074907737e+01,-8.3974789634542357e-02,2.1315295667393375e-02,-1.8454406519931882e-02
6.6279791106124583e+02,2,9.5435340000000004e-04,-1.0618117196374395e+02,3.9252679677475939e+01,-3.8419200953592821e+01,3.5485356046277844e-01,3.1443437924833367e-01,1.3542248107709964e-01
6.6279791106124583e+02,3,2.8630601999999998e-04,-1.1782981615466616e+02,5.5569951690572211e+01,-2.8882613802694916e+01,1.5884774060754992e-02,-8.3641529572253855e-04,-1.9346865988342374e-01

6.6743674577905404e+02,0,1.0000000000000000e+00,-1.0742511150529822e+02,3.8827550364055199e+01,-3.3619323033527387e+01,8.3781481291376012e-02,-2.1600523868440955e-02,1.8251498974854591e-02
6.6743674577905404e+02,1,1.0000000000000000e+00,1.0755875141463281e+02,-3.8882237114419574e+01,3.3663549841179886e+01,-8.4048335638349569e-02,2.1341867892742783e-02,-1.8477412569811502e-02
6.6743674577905404e+02,2,9.5435340000000004e-04,-1.0470917333130637e+02,4.0639325053497323e+01,-3.7406346090500961e+01,2.7306610632119710e-01,2.7418465780399054e-01,2.9550667320283519e-01
6.6743674577905404e+02,3,2.8630601999999998e-04,-1.1774238541832811e+02,5.5543618417885810e+01,-2.9786080220602109e+01,2.1839498804422788e-02,-1.0524000525972303e-02,-1.9595886714704669e-01

6.7196668990156002e+02,0,1.0000000000000000e+00,-1.0704519446734646e+02,3.8729822943420480e+01,-3.3536852413469973e+01,8.3957999598794270e-02,-2.1540119072010012e-02,1.8168658202259130e-02
6.7196668990156002e+02,1,1.0000000000000000e+00,1.0717785358653295e+02,-3.8785500496969554e+01,3.3579796984414813e+01,-8.4120628626107030e-02,2.1368015265020607e-02,-1.8500050780449806e-02
6.7196668990156002e+02,2,9.5435340000000004e-04,-1.0371519526414893e+02,4.1698265740003329e+01,-3.5795138138062583e+01,1.6206281029913150e-01,1.8633925902045442e-01,4.0659349375757170e-01
6.7196668990156002e+02,3,2.8630601999999998e-04,-1.1762997492752673e+02,5.5474460040165098e+01,-3.0678220315500408e+01,2.7815808031401924e-02,-2.0012497154005156e-02,-1.9783483768287288e-01

6.7669282169979851e+02,0,1.0000000000000000e+00,-1.0664793302455575e+02,3.8628240413204082e+01,-3.3451065822483606e+01,8.4155193695722691e-02,-2.1443343461106504e-02,1.8146378861490065e-02
6.7669282169979851e+02,1,1.0000000000000000e+00,1.0678010918974243e+02,-3.8684447561308872e+01,3.3492307134193631e+01,-8.4196556582319698e-02,2.1395507117521154e-02,-1.8523853010959435e-02
6.7669282169979851e+02,2,9.5435340000000004e-04,-1.0325309168876487e+02,4.2288586812627827e+01,-3.3728873945285478e+01,3.3079831873691942e-02,5.9098996468680179e-02,4.5528906276608289e-01
6.7669282169979851e+02,3,2.8630601999999998e-04,-1.1748347475454230e+02,5.5356473114717062e+01,-3.1616681277188338e+01,3.4204787511078430e-02,-2.9915489137391643e-02,-1.9920124475183648e-01

6.8123215235856924e+02,0,1.0000000000000000e+00,-1.0626550518533814e+02,3.8531141380279962e+01,-3.3368610643058972e+01,8.4337230192854287e-02,-2.1337568728201438e-02,1.8194158449747685e-02
6.8123215235856924e+02,1,1.0000000000000000e+00,1.0639774673018526e+02,-3.8587265957408391e+01,3.3408169013623024e+01,-8.4269973339982970e-02,2.1422118727298413e-02,-1.8546893106476302e-02
6.8123215235856924e+02,2,9.5435340000000004e-04,-1.0337243288388321e+02,4.2249270888885242e+01,-3.1693597873371711e+01,-8.2615682643331620e-02,-7.6772381274938878e-02,4.2958843964261856e-01
6.8123215235856924e+02,3,2.8630601999999998e-04,-1.1731402664138577e+02,5.5199125075498863e+01,-3.2522814837357636e+01,4.0473143921227445e-02,-3.9405444570465312e-02,-1.9994176596320318e-01

6.8579275934308623e+02,0,1.0000000000000000e+00,-1.0588050487888394e+02,3.8434058521668462e+01,-3.3285400581527789e+01,8.4494464755088441e-02,-2.1240210190539763e-02,1.8306445936435024e-02
6.8579275934308623e+02,1,1.0000000000000000e+00,1.0601325537687968e+02,-3.8489506735086835e+01,3.3323530800185829e+01,-8.4344222867999044e-02,2.1449061207413831e-02,-1.8570219644821778e-02
6.8579275934308623e+02,2,9.5435340000000004e-04,-1.0396547778469413e+02,4.1600968166713180e+01,-2.9923394681135058e+01,-1.7149331289104403e-01,-2.0417219789619692e-01,3.3642574709231537e-01
6.8579275934308623e+02,3,2.8630601999999998e-04,-1.1711486467889328e+02,5.4997753819208626e+01,-3.3435291386678038e+01,4.6884585751089530e-02,-4.8893787236876068e-02,-2.0011925420928339e-01

6.9038073286979329e+02,0,1.0000000000000000e+00,-1.0549255811958777e+02,3.8336781344225045e+01,-3.3201052004775413e+01,8.4612644565248529e-02,-2.1171438322498012e-02,1.8469655226638328e-02
6.9038073286979329e+02,1,1.0000000000000000e+00,1.0562611401228976e+02,-3.8391036430846952e+01,3.3238276943583280e+01,-8.4419417531676449e-02,2.1476376390127009e-02,-1.8593868856619990e-02
6.9038073286979329e+02,2,9.5435340000000004e-04,-1.0487842205697325e+02,4.0424600828045136e+01,-2.8699578666289035e+01,-2.1849887409023716e-01,-3.0201290788203783e-01,1.9007207120678812e-01
6.9038073286979329e+02,3,2.8630601999999998e-04,-1.1688477254174046e+02,5.4751665290760073e+01,-3.4352747207449482e+01,5.3432721437112252e-02,-5.8367693938270904e-02,-1.9972439775896081e-01

6.9510340344772669e+02,0,1.0000000000000000e+00,-1.0509277019099258e+02,3.8236873210209211e+01,-3.3113368298709759e+01,8.4684613167827438e-02,-2.1147487314936819e-02,1.8665805742305086e-02
6.9510340344772669e+02,1,1.0000000000000000e+00,1.0522724510307563e+02,-3.8289543747376378e+01,3.3150406363229109e+01,-8.4497348975428738e-02,2.1504717345007029e-02,-1.8618406173649724e-02
6.9510340344772669e+02,2,9.5435340000000004e-04,-1.0592192759046350e+02,3.8853808516498326e+01,-2.8221437387871724e+01,-2.1429846525595775e-01,-3.5391064494272417e-01,9.9488467752718301e-03
6.9510340344772669e+02,3,2.8630601999999998e-04,-1.1661634062846269e+02,5.4453178826819922e+01,-3.5293843263417848e+01,6.0258168980837079e-02,-6.8018837931107468e-02,-1.9871843561349417e-01

6.9975682343830249e+02,0,1.0000000000000000e+00,-1.0469862767949132e+02,3.8138413949039268e+01,-3.3026055381122241e+01,8.4706937961672474e-02,-2.1178748728663134e-02,1.8857825387541466e-02
6.9975682343830249e+02,1,1.0000000000000000e+00,1.0483386375533524e+02,-3.8189407855347945e+01,3.3063710468031736e+01,-8.4574668621618970e-02,2.1532867639662279e-02,-1.8642778420263628e-02
6.9975682343830249e+02,2,9.5435340000000004e-04,-1.0680835389412042e+02,3.7198506630490535e+01,-2.8591592874245499e+01,-1.5871079055044482e-01,-3.4783563167530107e-01,-1.6619214829598566e-01
6.9975682343830249e+02,3,2.8630601999999998e-04,-1.1632015336742528e+02,5.4114772126312204e+01,-3.6215106613696101e+01,6.7050083422291878e-02,-7.7402470506262450e-02,-1.9713495894336000e-01

7.0433386850145678e+02,0,1.0000000000000000e+00,-1.0431094558044396e+02,3.8041306444816527e+01,-3.2939361079822682e+01,8.4690627375920813e-02,-2.1261732671673431e-02,1.9017441593069395e-02
7.0433386850145678e+02,1,1.0000000000000000e+00,1.0444658665023462e+02,-3.8090787163779616e+01,3.2978326405794547e+01,-8.4651239149126062e-02,2.1560776476228727e-02,-1.8666941602817011e-02
7.0433386850145678e+02,2,9.5435340000000004e-04,-1.0732940041884501e+02,3.5725480060982058e+01,-2.9695207839182125e+01,-6.3405394879373939e-02,-2.8740142401427721e-01,-3.0876200638908785e-01
7.0433386850145678e+02,3,2.8630601999999998e-04,-1.1599788080146818e+02,5.3739651020983331e+01,-3.7112748822895298e+01,7.3777447596081944e-02,-8.6485357110314104e-02,-1.9500784392793177e-01

7.0886367872588301e+02,0,1.0000000000000000e+00,-1.0392739561163610e+02,3.7944727486886990e+01,-3.2852950648726882e+01,8.4651927740035077e-02,-2.1385509602464436e-02,1.9124593575521959e-02
7.0886367872588301e+02,1,1.0000000000000000e+00,1.0406295999762850e+02,-3.7993057967998126e+01,3.2893714184095110e+01,-8.4727532774789352e-02,2.1588615372090697e-02,-1.8691044201465057e-02
7.0886367872588301e+02,2,9.5435340000000004e-04,-1.0735384927511134e+02,3.4643769817646373e+01,-3.1316163883592601e+01,5.5082009237782573e-02,-1.8422796261818469e-01,-3.9658049445567023e-01
7.0886367872588301e+02,3,2.8630601999999998e-04,-1.1564854603246705e+02,5.3327839898751890e+01,-3.7990287074188139e+01,8.0464015250681115e-02,-9.5307765888705556e-02,-1.9235163409816258e-01

7.1342236116584866e+02,0,1.0000000000000000e+00,-1.0354159455714871e+02,3.7846901454380451e+01,-3.2765643596323550e+01,8.4608927634786391e-02,-2.1535716462223548e-02,1.9167591992695882e-02
7.1342236116584866e+02,1,1.0000000000000000e+00,1.0367653808579654e+02,-3.7894578046965115e+01,3.2808451996963200e+01,-8.4804833942854901e-02,2.1616853475548120e-02,-1.8715492386121024e-02
7.1342236116584866e+02,2,9.5435340000000004e-04,-1.0681794827868335e+02,3.4094913320873466e+01,-3.3197913491423122e+01,1.7911510768914493e-01,-5.3818992207714605e-02,-4.1698395028283164e-01
7.1342236116584866e+02,3,2.8630601999999998e-04,-1.1526637311636806e+02,5.2873481786825010e+01,-3.8860024759857772e+01,8.7204579401799473e-02,-1.0399597998915255e-01,-1.8913174049491369e-01

7.1802597082620639e+02,0,1.0000000000000000e+00,-1.0315216174257181e+02,3.7747395788565285e+01,-3.2677436949295831e+01,8.4581111969493292e-02,-2.1692747393258160e-02,1.9141807975610853e-02
7.1802597082620639e+02,1,1.0000000000000000e+00,1.0328594902010347e+02,-3.7794996414768704e+01,3.2722235967143767e+01,-8.4883433540605902e-02,2.1645598482033263e-02,-1.8740379395547679e-02
7.1802597082620639e+02,2,9.5435340000000004e-04,-1.0573152855176458e+02,3.4164875954497276e+01,-3.5025096126651100e+01,2.8857995885130094e-01,8.3169964758689569e-02,-3.6502927881897329e-01
7.1802597082620639e+02,3,2.8630601999999998e-04,-1.1484925734646126e+02,5.2374940196512483e+01,-3.9722176550944738e+01,9.4005380016994530e-02,-1.1255309064247104e-01,-1.8533192813244556e-01

7.2246731260110437e+02,0,1.0000000000000000e+00,-1.0277651221308207e+02,3.7650739422871510e+01,-3.2592587585520803e+01,8.4585493385272131e-02,-2.1828896818530438e-02,1.9058708188765650e-02
7.2246731260110437e+02,1,1.0000000000000000e+00,1.0290878333053242e+02,-3.7698798921858774e+01,3.2638949865434604e+01,-8.4959779416815651e-02,2.1673550737572933e-02,-1.8764580020108029e-02
7.2246731260110437e+02,2,9.5435340000000004e-04,-1.0427246306069055e+02,3.4801036803679004e+01,-3.6418920487050691e+01,3.6202491984630780e-01,1.9895059970359935e-01,-2.5385025975271430e-01
7.2246731260110437e+02,3,2.8630601999999998e-04,-1.1441721624205763e+02,5.1857139398922953e+01,-4.0536204312278507e+01,1.0054388099744606e-01,-1.2058111911800408e-01,-1.8115340421936316e-01

7.2732049851995657e+02,0,1.0000000000000000e+00,-1.0236589703101210e+02,3.7544510688557864e+01,-3.2500409080110366e+01,8.4638246966258934e-02,-2.1939997813205325e-02,1.8922355134275926e-02
7.2732049851995657e+02,1,1.0000000000000000e+00,1.0249625411103041e+02,-3.7593538530274074e+01,3.2547817264834755e+01,-8.5043791710820549e-02,2.1704345727120267e-02,-1.8791241819974880e-02
7.2732049851995657e+02,2,9.5435340000000004e-04,-1.0241844075927372e+02,3.5997475939163920e+01,-3.7254762901679946e+01,3.9264855378835606e-01,2.8564570633196673e-01,-8.4577208311648167e-02
7.2732049851995657e+02,3,2.8630601999999998e-04,-1.1391200526177043e+02,5.1251203736498653e+01,-4.1403163939340402e+01,1.0764447862059484e-01,-1.2907470457147341e-01,-1.7602412965718686e-01

7.3219989206684261e+02,0,1.0000000000000000e+00,-1.0195267111523232e+02,3.7437293223591240e+01,-3.2408458037703838e+01,8.4746891176635780e-02,-2.1997150115404849e-02,1.8766926149396439e-02
7.3219989206684261e+02,1,1.0000000000000000e+00,1.0208108464252267e+02,-3.7487558406906729e+01,3.2456061532918540e+01,-8.5128882790175303e-02,2.1735574476610505e-02,-1.8818279153401018e-02
7.3219989206684261e+02,2,9.5435340000000004e-04,-1.0054468583429933e+02,3.7488999014302244e+01,-3.7205875691287794e+01,3.6584715942905488e-01,3.1527558409119016e-01,1.0489588014223876e-01
7.3219989206684261e+02,3,2.8630601999999998e-04,-1.1336947966435170e+02,5.0601205113832663e+01,-4.2248295193527852e+01,1.1471687901735700e-01,-1.3729605413238882e-01,-1.7028889527001140e-01

7.3701349682665727e+02,0,1.0000000000000000e+00,-1.0154437259032032e+02,3.7331390344812824e+01,-3.2318466797132288e+01,8.4904045669549261e-02,-2.1994755329870375e-02,1.8628622281201223e-02
7.3701349682665727e+02,1,1.0000000000000000e+00,1.0167110456406944e+02,-3.7382857259835085e+01,3.2365413116128593e+01,-8.5213448191737901e-02,2.1766648558709040e-02,-1.8845182565325389e-02
7.3701349682665727e+02,2,9.5435340000000004e-04,-9.8953351714970651e+01,3.8952130846799022e+01,-3.6275774550464327e+01,2.8771868225168629e-01,2.8253810924958822e-01,2.7614208207812418e-01
7.3701349682665727e+02,3,2.8630601999999998e-04,-1.1280065329480232e+02,4.9921466936408315e+01,-4.3053269422479353e+01,1.2160840885724306e-01,-1.4507006884054308e-01,-1.6407915834241182e-01

7.4173703549697041e+02,0,1.0000000000000000e+00,-1.0114288819164571e+02,3.7227606240984237e+01,-3.2230713290579857e+01,8.5093351456864447e-02,-2.1941118794837105e-02,1.8536440038507601e-02
7.4173703549697041e+02,1,1.0000000000000000e+00,1.0126839836303014e+02,-3.7279969123600203e+01,3.2276334372308767e+01,-8.5297038711132145e-02,2.1797401939024876e-02,-1.8871808288477294e-02
7.4173703549697041e+02,2,9.5435340000000004e-04,-9.7850169642661342e+01,4.0101726823499412e+01,-3.4659264637799176e+01,1.7494886508825092e-01,1.9629636152592544e-01,3.9864986193885843e-01
7.4173703549697041e+02,3,2.8630601999999998e-04,-1.1221045682193557e+02,4.9218885707842148e+01,-4.3812891814953282e+01,1.2826908091145706e-01,-1.5235182347178378e-01,-1.5746997279687958e-01

7.4661409582510169e+02,0,1.0000000000000000e+00,-1.0072736855841158e+02,3.7120813955841385e+01,-3.2140409016693383e+01,8.5305062847468582e-02,-2.1847916747472662e-02,1.8508427661506399e-02
7.4661409582510169e+02,1,1.0000000000000000e+00,1.0085218780370354e+02,-3.7173583893268344e+01,3.2184227905944830e+01,-8.5383984999267040e-02,2.1829429541169475e-02,-1.8899537157480495e-02
7.4661409582510169e+02,2,9.5435340000000004e-04,-9.7318825267896614e+01,4.0756429080054218e+01,-3.2545783565934819e+01,4.2190850431219326e-02,6.7217946793167060e-02,4.5485509904347837e-01
7.4661409582510169e+02,3,2.8630601999999998e-04,-1.1156836141015994e+02,4.8458292152972085e+01,-4.4563191684040603e+01,1.3502045902053983e-01,-1.5948833265955831e-01,-1.5012962111365441e-01

7.5130715127860708e+02,0,1.0000000000000000e+00,-1.0032655732702082e+02,3.7018524917028486e+01,-3.2053466642278060e+01,8.5502449602913727e-02,-2.1743266728587479e-02,1.8555208533791112e-02
7.5130715127860708e+02,1,1.0000000000000000e+00,1.0045127848669104e+02,-3.7071064328150833e+01,3.2095468265166133e+01,-8.5468271215139002e-02,2.1860515857865914e-02,-1.8926451022084179e-02
7.5130715127860708e+02,2,9.5435340000000004e-04,-9.7410638403145967e+01,4.0744031308431921e+01,-3.0435480982848063e+01,-7.8226609437825362e-02,-7.3066126758919187e-02,4.3177628094726289e-01
7.5130715127860708e+02,3,2.8630601999999998e-04,-1.1091972747805488e+02,4.7694443564961055e+01,-4.5250247030684569e+01,1.4137824595143400e-01,-1.6597004415574332e-01,-1.4259104111067841e-01

7.5584237336708554e+02,0,1.0000000000000000e+00,-9.9938396453041520e+01,3.6920132193210861e+01,-3.1969086316558119e+01,8.5668229398018839e-02,-2.1650330552976021e-02,1.8665708458162455e-02
7.5584237336708554e+02,1,1.0000000000000000e+00,1.0006347508691809e+02,-3.6971853435195499e+01,3.2009573215354152e+01,-8.5550307708063114e-02,2.1890808920489474e-02,-1.8952678059747374e-02
7.5584237336708554e+02,2,9.5435340000000004e-04,-9.7981662797078769e+01,4.0116590628896290e+01,-2.8659500926993541e+01,-1.6777487085178661e-01,-2.0042310733349480e-01,3.4116018163100281e-01
7.5584237336708554e+02,3,2.8630601999999998e-04,-1.1026488667013948e+02,4.6928238956666114e+01,-4.5879603383679786e+01,1.4737667226275147e-01,-1.7185769824684527e-01,-1.3488287008077782e-01

7.6086484797837375e+02,0,1.0000000000000000e+00,-9.9507760448876226e+01,3.6811587746739050e+01,-3.1874906430790922e+01,8.5806359138470845e-02,-2.1580838082847276e-02,1.8845626935922927e-02
7.6086484797837375e+02,1,1.0000000000000000e+00,9.9633571287118045e+01,-3.6861822550475864e+01,3.1914310407531566e+01,-8.5641837021919465e-02,2.1924649830944998e-02,-1.8981976714580157e-02
7.6086484797837375e+02,2,9.5435340000000004e-04,-9.8975837758982763e+01,3.8822635254664405e+01,-2.7328268371320178e+01,-2.1854150893830587e-01,-3.0687781282475812e-01,1.8063696411417041e-01
7.6086484797837375e+02,3,2.8630601999999998e-04,-1.0950838881566689e+02,4.6049642212576956e+01,-4.6534651644000490e+01,1.5383440259186346e-01,-1.7792802276415470e-01,-1.2588531044722029e-01

7.6576910339432106e+02,0,1.0000000000000000e+00,-9.9086725262999735e+01,3.6705811418154255e+01,-3.1781983593665764e+01,8.5886384104707933e-02,-2.1565459326973929e-02,1.9051287654623286e-02
7.6576910339432106e+02,1,1.0000000000000000e+00,9.9213341259199751e+01,-3.6754216822011088e+01,3.1821147258461863e+01,-8.5731909084936705e-02,2.1957995746474557e-02,-1.9010846806543039e-02
7.6576910339432106e+02,2,9.5435340000000004e-04,-1.0005035242601113e+02,3.7171586863024118e+01,-2.6897986447514583e+01,-2.0984370650534767e-01,-3.5629702044750400e-01,-7.3777573139150593e-03
